id1,id2,link
51918705,51919087,1
51826456,51919139,0
51909153,51919187,0
51901978,51919203,0
51902695,51919273,0
51909108,51919386,1
51889008,51919390,1
51824373,51919494,0
51849057,51919623,1
51842068,51919857,1
51839119,51919869,1
51887567,51919945,0
51849396,51919976,1
51865771,51920259,1
51901512,51920299,1
51904267,51920300,1
51831753,51920518,1
51918109,51920640,0
51899639,51920725,1
51854330,51920802,1
51828306,51920902,1
51838433,51921046,0
51858770,51921197,1
51868744,51921230,0
51858842,51921264,0
51896975,51921279,0
51905819,51921653,0
51921493,51921717,1
51867485,51921747,0
51851833,51921907,1
51869117,51921969,0
51852895,51922093,1
51854789,51922093,0
51854230,51922139,1
51910150,51922168,0
51823122,51922275,1
51861054,51922482,1
51917486,51922923,1
51886147,51923093,1
51910307,51923093,1
51842433,51923149,0
51823899,51923297,1
51830623,51923453,0
51827274,51923531,1
51892358,51923651,0
51892655,51923848,0
51861406,51924207,1
51893963,51924262,0
51917502,51924303,1
51903981,51924619,1
51904739,51924882,0
51865683,51924926,1
51891797,51925102,1
51824753,51925193,0
51923956,51925390,1
51836973,51925462,0
51845142,51925503,1
51890345,51925503,1
51865095,51925508,1
51897667,51926509,1
51905905,51926536,1
51857417,51926588,1
51907070,51926831,0
51832437,51926852,1
51922638,51926910,1
51830720,51926912,0
51822365,51926912,0
51828323,51927112,1
51845540,51927131,1
51908784,51927184,0
51827802,51927186,1
51894172,51927273,0
51888273,51927447,1
51842808,51927545,0
51926610,51927612,0
51898527,51927646,0
51844486,51927682,1
51893768,51928109,1
51887623,51928221,1
51917894,51928247,0
51850303,51928313,0
51918144,51928347,1
51830827,51928347,1
51906315,51928395,0
51844255,51928663,0
51897034,51928840,0
51923093,51929020,1
51836704,51929088,1
51829890,51929092,0
51896181,51929114,1
51852112,51929174,0
51822434,51929457,1
51821355,51929528,0
51887298,51929568,0
51913568,51929572,0
51917912,51929840,1
51836084,51929884,1
51839950,51930040,0
51859501,51930250,0
51853980,51930253,0
51839777,51930304,0
51848026,51930339,0
51900998,51930350,0
51842674,51930376,0
51835738,51930506,0
51919200,51930807,1
51900039,51931010,1
51888040,51931063,1
51920369,51931077,0
51867768,51931149,0
51847822,51931415,0
51869282,51931632,0
51891042,51931652,1
51923680,51931820,0
51845255,51931820,0
51824373,51931910,1
51915369,51931972,0
51831581,51932100,0
51830062,51932169,0
51836148,51932181,0
51864690,51932231,0
51856612,51932511,0
51820785,51932675,1
51894650,51932716,0
51830396,51932762,1
51830782,51932773,0
51892778,51932773,1
51910543,51932853,1
51860361,51932853,1
51830351,51932917,1
51914999,51933140,1
51846916,51933158,1
51838326,51933173,0
51854875,51933452,1
51911778,51933455,1
51923093,51933456,1
51826495,51933456,0
51894361,51933568,0
51835293,51933673,0
51859211,51933772,0
51830162,51934047,1
51893468,51934052,0
51908869,51934115,0
51921032,51934339,0
51903853,51934381,1
51832121,51934431,1
51919508,51934476,1
51850365,51934500,0
51932606,51934500,0
51926543,51934530,0
51901536,51934814,1
51917822,51935057,1
51887607,51935057,0
51843871,51935340,1
51822320,51935356,0
51927880,51935372,0
51905508,51935376,0
51842425,51935461,1
51919383,51935492,0
51853794,51935509,0
51921651,51935570,0
51827830,51935632,1
51919934,51935659,1
51895534,51935659,1
51887611,51935791,1
51910527,51951563,1
51855710,51951820,0
51860524,51951887,1
51928002,51952143,1
51827525,51952284,0
51860701,51952284,1
51853109,51952295,0
51837727,51952315,1
51847869,51952362,1
51906352,51952376,1
51849003,51952405,1
51845126,51952423,0
51892243,51952757,0
51934585,51952916,0
51825101,51952984,0
51860171,51952996,1
51852457,51952997,0
51830906,51953017,1
51902602,51953054,0
51926254,51953115,1
51862627,51953119,1
51856974,51953139,1
51857310,51953247,0
51915495,51953248,1
51838913,51953324,0
51885939,51953739,0
51857973,51953996,1
51921572,51954010,1
51902323,51954157,0
51923908,51954329,1
51839253,51954329,1
51844034,51954514,0
51837777,51954782,1
51864240,51954836,0
51821109,51954841,0
51835554,51954885,1
51842511,51954953,1
51923758,51955028,0
51919063,51955031,1
51854978,51955251,0
51889639,51955329,1
51930866,51955329,1
51905728,51955362,1
51926883,51955425,1
51895023,51955425,1
51838273,51955761,1
51841483,51955904,1
51844337,51955907,0
51928283,51956258,1
51915281,51956265,0
51851048,51956333,1
51900707,51956483,1
51952418,51956483,1
51900586,51956553,1
51866516,51956553,0
51953185,51956699,1
51855389,51956889,0
51864081,51957301,0
51916748,51957471,1
51835928,51958133,0
51885965,51958382,0
51893754,51958419,1
51825982,51958430,1
51832526,51958494,1
51934211,51958736,1
51934477,51958832,1
51842239,51958850,1
51822226,51958857,0
51899807,51959104,1
51901858,51959288,0
51841042,51959352,0
51909389,51959609,0
51925264,51959780,0
51824417,51959955,1
51825417,51960103,1
51915490,51960140,1
51844168,51960214,0
51924762,51960230,1
51885974,51960470,0
51823079,51960470,1
51909325,51960487,0
51960604,51960639,0
51842406,51960799,0
51903731,51961015,0
51912429,51961106,0
51847514,51961191,1
51861114,51961228,0
51835380,51961242,0
51821349,51961242,0
51824947,51961360,0
51920100,51961374,0
51917596,51961763,0
51927478,51962056,1
51860701,51962074,1
51918641,51962152,0
51902494,51962275,0
51848103,51962436,1
51931002,51962858,1
51920900,51963009,1
51931029,51963109,1
51892253,51963118,0
51834737,51963239,0
51829895,51963332,0
51843695,51963366,1
51835280,51963555,1
51824177,51963555,1
51834024,51963555,1
51894656,51963573,1
51854878,51963711,1
51869356,51963748,1
51850437,51963869,1
51856714,51963870,0
51904609,51963881,1
51893468,51963962,0
51847160,51964028,0
51869860,51964080,1
51891333,51964087,1
51887616,51964087,1
51861339,51964131,1
51894548,51964362,0
51917912,51964601,1
51929840,51964601,1
51935146,51964768,0
51866397,51964787,1
51900366,51964838,0
51932925,51964869,1
51828759,51965249,0
51964987,51965268,0
51887895,51965308,1
51864935,51965545,0
51851488,51965589,1
51833148,51965622,1
51852021,51965622,0
51823961,51965622,1
51864767,51965761,1
51910029,51965993,0
51858770,51966029,1
51963670,51966135,1
51960098,51966151,1
51860908,51966280,0
51851576,51966717,1
51835513,51966827,1
51831377,51966909,1
51867463,51967020,0
51846041,51967091,1
51914558,51967175,0
51903853,51967193,0
51909623,51967218,0
51904599,51967303,0
51906977,51967377,1
51831469,51967385,1
51856444,51967407,1
51827604,51967407,1
51864587,51967453,0
51848703,51967505,1
51843297,51967537,1
51860119,51967818,0
51920300,51967920,0
51954156,51968085,1
51866495,51968093,1
51966308,51968196,0
51916335,51968211,1
51895385,51968211,1
51860701,51968294,1
51959388,51968372,0
51918445,51968460,1
51928918,51968497,1
51956553,51968578,1
51960046,51968608,0
51925574,51968636,0
51926695,51968803,0
51960103,51969107,0
51858933,51969132,1
51832320,51969466,0
51889797,51969484,1
51831555,51969539,1
51912340,51969559,0
51933035,51969745,0
51823079,51969812,1
51829563,51969886,0
51889459,51969937,0
51935358,51969950,1
51891872,51970200,0
51968499,51970253,1
51934196,51970253,1
51913995,51970326,1
51854878,51970329,1
51911750,51970339,0
51859828,51970451,0
51921717,51970498,1
51909905,51970548,1
51934372,51970555,0
51823709,51970626,1
51888309,51970654,0
51933988,51970701,0
51886057,51971090,1
51905589,51971149,1
51827891,51971240,1
51923848,51971411,0
51891094,51971436,0
51897854,51971621,1
51825697,51971790,1
51888100,51971827,1
51892059,51971891,1
51957134,51971937,1
51964663,51972068,1
51862283,51972135,0
51840457,51972260,0
51859742,51972415,1
51954307,51972537,0
51915281,51972594,0
51913998,51972805,1
51917894,51972805,1
51865506,51972818,0
51863640,51972936,1
51919536,51973078,1
51823721,51973094,1
51970218,51973094,0
51830823,51973330,0
51896048,51973657,0
51906454,51973657,1
51855532,51973674,0
51855441,51973679,1
51836034,51973907,1
51835504,51973932,1
51964663,51973938,1
51865350,51974027,0
51825854,51974055,0
51916767,51974110,1
51903990,51974151,1
51885965,51974167,1
51858813,51974434,1
51848875,51974764,0
51921400,51974820,0
51827239,51974824,0
51821607,51974947,0
51849688,51974950,0
51859908,51975309,1
51934931,51975332,0
51829049,51975344,1
51956063,51975634,0
51845369,51975652,1
51828135,51975665,1
51848518,51975684,0
51864995,51975737,0
51837871,51975918,1
51916900,51976025,1
51837276,51976482,1
51917477,51976494,1
51952471,51976495,1
51967476,51976527,0
51965407,51976576,1
51960172,51976889,1
51908339,51976978,0
51830925,51976978,0
51824799,51976978,0
51898086,51977057,1
51954010,51977072,1
51956553,51977119,1
51888040,51977182,1
51960230,51977378,0
51823704,51977424,1
51869473,51977476,1
51961068,51977576,1
51862627,51977652,0
51889966,51977778,1
51959493,51977796,1
51924610,51978547,1
51865860,51978630,0
51966041,51978658,0
51864309,51978718,1
51933809,51978745,1
51920420,51978800,1
51973910,51979086,0
51976118,51979182,1
51857121,51979182,1
51918480,51979189,0
51858946,51979340,0
51921080,51979382,0
51965845,51979417,0
51959288,51979444,0
51961677,51979444,1
51855911,51979473,1
51841945,51979485,0
51902323,51979610,1
51853358,51979610,0
51972443,51979610,1
51914824,51979664,1
51832437,51979754,1
51934431,51979895,0
51838283,51980098,1
51911375,51980143,0
51965654,51980153,0
51843922,51980343,1
51926021,51980411,0
51909702,51980584,0
51886404,51980688,1
51966939,51980886,1
51850140,51981174,0
51932778,51981174,0
51980111,51981258,1
51967006,51981266,0
51967979,51981418,1
51925989,51981573,1
51923367,51981573,1
51916574,51981576,1
51958850,51981670,1
51974902,51981683,0
51912530,51981736,0
51863375,51981736,0
51963518,51981746,0
51842131,51981849,0
51960273,51981862,1
51892098,51981870,1
51849011,51981870,0
51981361,51981870,1
51932002,51981876,1
51842146,51981960,1
51836940,51981990,1
51981137,51982019,0
51925390,51982022,1
51834579,51982038,0
51957200,51982113,0
51903822,51982113,1
51833226,51982136,0
51854261,51982151,0
51845035,51982243,0
51930809,51982452,0
51864624,51982452,0
51970482,51982494,1
51954157,51982547,1
51844170,51982594,0
51850220,51982742,1
51963356,51982776,1
51924922,51982813,0
51836153,51982902,1
51901562,51982942,0
51844486,51983086,1
51825206,51983141,1
51825303,51983184,1
51963518,51983233,0
51838065,51983334,0
51860100,51983362,1
51832206,51983395,0
51902076,51983681,0
51957158,51983681,0
51839954,51983709,0
51954137,51983778,0
51840608,51983966,1
51919853,51984037,1
51854464,51984073,0
51961797,51984115,0
51834294,51984150,1
51859298,51984193,0
51890429,51984251,1
51856147,51984267,1
51845932,51984433,1
51894313,51984618,0
51862904,51984639,0
51898686,51984739,0
51904831,51984751,0
51847446,51984752,0
51833472,51984909,1
51904978,51984950,0
51972086,51984986,1
51838651,51985405,0
51963966,51985550,0
51847559,51985559,1
51827430,51985605,0
51893781,51985710,1
51980205,51985713,0
51859934,51985714,0
51960468,51985722,0
51977383,51985859,1
51966199,51985859,1
51894012,51985923,0
51887961,51985940,1
51921080,51985976,1
51831440,51986100,0
51843991,51986220,0
51917502,51986286,1
51925548,51986322,1
51951750,51986397,1
51955126,51986419,0
51967545,51986481,0
51892793,51986530,0
51934171,51986795,0
51855125,51986905,1
51932683,51986918,1
51975746,51986970,1
51840767,51986981,0
51894970,51987158,1
51970288,51987283,1
51957569,51987283,0
51860934,51987292,1
51849380,51987292,1
51896108,51987477,0
51984866,51987506,0
51865838,51987511,1
51934709,51987692,0
51984400,51987724,0
51833708,51987724,0
51861234,51987735,1
51987566,51987858,1
51915371,51987881,0
51909364,51987965,0
51956502,51988057,1
51833563,51988192,0
51986661,51988316,0
51912114,51988346,0
51891591,51988434,1
51981961,51988447,0
51849128,51988455,0
51859908,51988467,1
51901190,51988508,1
51933517,51988592,0
51823757,51988804,1
51917663,51988812,0
51956247,51988864,1
51859466,51988898,1
51867768,51988943,0
51973416,51989024,0
51888300,51989024,0
51855118,51989051,0
51967936,51989201,0
51822709,51989201,1
51977479,51989446,0
51868909,51989491,1
51827114,51989540,1
51915543,51989540,1
51924598,51989543,0
51987658,51989550,0
51925763,51989671,0
51955417,51989737,1
51966191,51989847,0
51847177,51989860,0
51886474,51989927,0
51838140,51989960,0
51906869,51990021,1
51919063,51990079,1
51902378,51990178,1
51838864,51990178,1
51918451,51990178,1
51826888,51990178,1
51978392,51990237,1
51930866,51990394,1
51912766,51990497,0
51842146,51990626,1
51981873,51990888,0
51954236,51990981,1
51827737,51991102,0
51836156,51991102,1
51843708,51991334,1
51920064,51991466,1
51961045,51991479,0
51925007,51991509,0
51981019,51991570,1
51906647,51991589,0
51863484,51991624,1
51855902,51991712,0
51975854,51991738,1
51835380,51991999,0
51850437,51992194,1
51965077,51992199,1
51962418,51992199,1
51886692,51992237,1
51855995,51992503,0
51902790,51992637,0
51907763,51992673,0
51838137,51992705,0
51909890,51992807,1
51968576,51992807,1
51890434,51992807,1
51926254,51992807,0
51923390,51992937,0
51971827,51993182,0
51918737,51993200,0
51858259,51993207,0
51959535,51993231,1
51925455,51993245,1
51864136,51993247,1
51913874,51993313,1
51834666,51993401,0
51915236,51993445,1
51926341,51993470,1
51932853,51993527,1
51925215,51993555,1
51865472,51993570,1
51849699,51993613,0
51933446,51993650,1
51892988,51993783,1
51837881,51993857,0
51974005,51993938,1
51868672,51993938,1
51856381,51993957,0
51829798,51994039,0
51904255,51994091,0
51956553,51994115,1
51900586,51994115,1
51866746,51994538,0
51894227,51994602,0
51916672,51994667,1
51903290,51994667,1
51933173,51994667,1
51911558,51994668,0
51983236,51994724,0
51927805,51994780,0
51831183,51994780,1
51821193,51995060,1
51954277,51995147,0
51914487,51995256,0
51887415,51995256,1
51901547,51995403,1
51979754,51995586,0
51897722,51995603,1
51838153,51995621,0
51837842,51995665,1
51968497,51995762,1
51840558,51995799,1
51960094,51995845,0
51900058,51995855,0
51825412,51996006,1
51850124,51996052,0
51850235,51996126,0
51899830,51996236,0
51828640,51996242,0
51966706,51996352,1
51840561,51996479,0
51885984,51996495,0
51935770,51996531,0
51821478,51996611,0
51852991,51996741,1
51981202,51996757,0
51904197,51996809,1
51826888,51996822,1
51924846,51996838,1
51869968,51996854,1
51923093,51996964,1
51868201,51997015,1
51915661,51997034,1
51965970,51997105,0
51965129,51997136,0
51993579,51997307,0
51932853,51997592,0
51977479,51997613,0
51907314,51997643,1
51993446,51997735,1
51863433,51997825,0
51971731,51998056,0
51855843,51998091,0
51866495,51998112,0
51991566,51998114,1
51996584,51998285,1
51996989,51998476,1
51983940,51998476,1
51988573,51998612,1
51951481,51998742,0
51859151,51998742,0
51846918,51998784,0
51839375,51998860,1
51855967,51998966,0
51854479,51998966,0
51996822,51999012,1
51929630,51999013,0
51850076,51999046,1
51913250,51999086,0
51830725,51999117,1
51923789,51999121,0
51902494,51999218,1
51893581,51999218,1
51821699,51999297,1
51842808,51999314,0
51924937,51999316,0
51845223,51999388,1
51825736,51999398,0
51966651,51999480,0
51844967,51999524,0
51979610,51999549,0
51952313,51999629,1
51890278,51999711,0
51921447,51999719,0
51828456,51999897,0
51960746,51999932,1
51851545,52000002,1
51857357,52000086,0
51853100,52000206,1
51917502,52000206,1
51959376,52000261,0
51906443,52000323,0
51828347,52000397,1
51850932,52000427,1
51990611,52000498,1
51908473,52000506,0
51889812,52000509,1
51845215,52000517,0
51905975,52000518,1
51845668,52000546,1
51853086,52000546,1
51861604,52000587,1
51962971,52000613,0
51980276,52000668,0
51841954,52000926,0
51890535,52001013,1
51929102,52001215,1
51894012,52001299,0
51865589,52001300,0
51906712,52001329,1
51965934,52016952,1
51978363,52016986,0
51960639,52017075,0
51862619,52017091,0
51886215,52017096,1
51977576,52017238,0
51887415,52017452,1
51840145,52017500,0
51984215,52017519,0
51967028,52017585,1
51912308,52017634,0
51996859,52017644,1
51922402,52017644,1
51956699,52017701,1
51839884,52017764,0
51907472,52017856,1
51967028,52017856,1
51890131,52017866,1
51975954,52017954,1
51890509,52017954,1
51830009,52017991,1
51864493,52018073,1
51963358,52018288,1
51957455,52018306,0
51959465,52018306,0
51997136,52018574,1
51930592,52018655,0
51843323,52018669,0
51914824,52018788,0
51917083,52018866,1
51904363,52019001,1
51839603,52019074,0
51962423,52019139,0
51921447,52019161,0
51838433,52019206,1
51846801,52019284,1
51991570,52019330,0
51976205,52019332,0
51900867,52019368,1
51954722,52019373,0
51841524,52019418,0
51954916,52019547,1
51851126,52019622,1
51906938,52019697,0
51865095,52019764,1
51851910,52019764,0
51894890,52019885,1
51928471,52020122,1
51862744,52020198,0
51954355,52020248,0
51823816,52020259,1
51837971,52020542,0
51847130,52020663,1
51836281,52020721,0
51892947,52020721,1
51953062,52020938,0
51849532,52020960,1
51994874,52021050,0
51856126,52021092,0
51932002,52021242,1
51832973,52021267,1
51889479,52021531,1
51821193,52021533,0
51929484,52021698,0
51952212,52021698,0
51887668,52021760,1
51922608,52021773,0
51832385,52021860,1
51836486,52021959,1
51952776,52021971,1
51994736,52021979,0
51848905,52021979,1
51992417,52022051,1
51981576,52022216,0
51985656,52022265,1
51822994,52022265,0
51892032,52022333,1
51830823,52022338,0
51846916,52022463,1
52021521,52022472,1
51859300,52022502,0
52019211,52022570,0
51910244,52022664,1
51885964,52022749,1
51977378,52022808,0
51921866,52023030,1
51826763,52023055,1
51933976,52023055,1
51862503,52023070,0
51975954,52023156,0
51927917,52023204,0
51887828,52023258,1
51979353,52023454,1
51906629,52023519,1
51952065,52023702,0
52000261,52023748,0
51961243,52023748,0
51855600,52023761,1
51995259,52023768,0
51988444,52023818,1
51969318,52023862,1
51929735,52023991,0
51981416,52024026,0
51918933,52024203,0
51971916,52024435,0
51974996,52024459,0
51831555,52024466,1
51888827,52024527,1
51958703,52024611,0
51932196,52024724,1
51966376,52024724,0
51851212,52025020,0
51868744,52025023,0
51888741,52025027,1
51997307,52025055,0
51821936,52025207,1
51978989,52025292,0
51849195,52025323,1
51901570,52025331,1
51905816,52025343,1
51843875,52025343,0
51955867,52025343,1
51979359,52025343,1
51922469,52025349,1
51845508,52025355,0
51866732,52025538,1
51834157,52025541,0
51956132,52025626,1
51971149,52025691,1
51849396,52025746,1
51970701,52025861,1
51862689,52025992,0
51973930,52025996,0
51866438,52026019,0
51862744,52026133,1
51928283,52026213,0
51992199,52026217,1
51925791,52026235,1
52000518,52026382,1
51828035,52026415,1
51857831,52026584,1
51995155,52026650,1
51988804,52026763,0
51824282,52026778,1
51859245,52026783,0
51851277,52026829,1
51914908,52026859,0
51953060,52026953,1
52024522,52026963,0
51845409,52027085,0
51895639,52027182,1
51835833,52027238,0
51822881,52027238,0
51845778,52027284,1
51897896,52027486,0
51935386,52027497,0
51921818,52027732,0
51929869,52027774,1
51995419,52027797,0
51958850,52027828,1
51885876,52028004,0
51890150,52028109,1
51844016,52028191,0
51979664,52028497,1
51894865,52028497,0
51855516,52028625,1
51976804,52028718,0
51934444,52028757,1
51844809,52028820,0
51919475,52028904,1
51973722,52028904,0
51847514,52028904,0
51934476,52028938,1
51985932,52029002,0
51905080,52029216,1
51930201,52029367,0
52024431,52029374,1
51829543,52029616,0
51907285,52029623,0
51973755,52029623,1
52023677,52029688,0
51966909,52029746,0
51973264,52029836,1
51888250,52029925,0
51888864,52030038,1
51893217,52030073,1
51981854,52030073,0
51843708,52030139,1
51866087,52030198,0
51890541,52030255,0
51908386,52030360,0
51840561,52030415,1
51958937,52030521,0
51886665,52030585,1
51910164,52030585,1
51956119,52030594,1
51996407,52030632,0
51837916,52030649,1
51999715,52030700,0
51887556,52030890,0
51920109,52030896,0
51860763,52030935,1
51996327,52031079,0
51923848,52031316,0
51981466,52031360,0
51839992,52031399,1
51835183,52031399,1
51913423,52031536,0
51994091,52031636,0
51820803,52031667,1
51987909,52031726,1
51921786,52031882,0
51847938,52032052,0
51966626,52032062,1
51958401,52032071,1
51917940,52032104,0
51978912,52032160,1
51931578,52032160,1
51971230,52032190,0
51857053,52032203,0
51994873,52032351,0
51825194,52032355,0
51885963,52032376,1
51960103,52032418,0
51920569,52032466,1
51911290,52032514,0
51975083,52032536,0
51867943,52032600,0
51961228,52032644,0
51863748,52032685,1
51919692,52032795,0
51931240,52032801,0
52001120,52032842,0
51865254,52032898,0
51919187,52032901,0
51886334,52032928,0
51856118,52033031,1
51922892,52033121,0
51852857,52033124,1
51913924,52033310,0
52018367,52033364,0
51838277,52033387,1
52031299,52033387,1
51997032,52033387,1
51993245,52033387,1
51933788,52033387,1
52032376,52033387,1
51869616,52033516,1
51980971,52033796,1
51913923,52033834,0
51917088,52033913,1
51824597,52034059,0
51851938,52034110,1
51993985,52034215,0
51822051,52034218,1
51835197,52034243,0
51955761,52034265,1
51901521,52034275,1
51971303,52034288,0
51895602,52034307,1
51860368,52034330,1
52027965,52034344,1
51990613,52034598,1
51864738,52034601,1
51903727,52034622,0
51904612,52034644,0
51991009,52034725,1
52032572,52034785,1
51955478,52034785,1
51834684,52034801,0
